token	score	savings	qwen_tokens
yazıda	-12.253915786743164	2	y azÄ± da
nəfs	-12.253795623779297	2	n ÉĻ fs
Vəfa	-12.253668785095215	2	V ÉĻ fa
dirəyi	-12.253339767456055	2	dir ÉĻ yi
oyandı	-12.25213623046875	2	oy and Ä±
yarışma	-12.25195026397705	2	yar Ä±ÅŁ ma
yaralanmış	-12.251343727111816	2	yar alan mÄ±ÅŁ
sütunda	-12.251138687133789	2	s Ã¼t unda
Çavuş	-12.250754356384277	2	Ãĩ av uÅŁ
Rahib	-12.250222206115723	2	R ah ib
Senatının	-12.249815940856934	2	Sen at Ä±nÄ±n
siyaya	-12.249702453613281	2	si y aya
Ümum	-12.24856948852539	2	Ãľ m um
Prosessual	-12.24843692779541	2	Pro sess ual
çantası	-12.247382164001465	2	Ã§ antas Ä±
bitkinin	-12.247031211853027	2	bit kin in
dərd	-12.247024536132812	2	d ÉĻ rd
personajının	-12.246614456176758	2	person aj Ä±nÄ±n
şairin	-12.246537208557129	2	ÅŁ air in
tutum	-12.246129989624023	2	t ut um
əkə	-12.246091842651367	2	ÉĻ k ÉĻ
uzadılmış	-12.245606422424316	2	uz ad Ä±lmÄ±ÅŁ
Plymouth	-12.24560546875	2	P ly mouth
qruplarından	-12.245572090148926	2	qr up larÄ±ndan
Almanlar	-12.24516487121582	2	Al man lar
zoopark	-12.244972229003906	2	zo op ark
gücə	-12.244702339172363	2	gÃ¼ c ÉĻ
Kəl	-12.244608879089355	2	K ÉĻ l
ağzına	-12.24456787109375	2	aÄŁ z Ä±na
şən	-12.244349479675293	2	ÅŁ ÉĻ n
Kərim	-12.244248390197754	2	K ÉĻ rim
metallar	-12.244183540344238	2	met all ar
Festivalının	-12.243690490722656	2	F estival Ä±nÄ±n
seqmenti	-12.2432222366333	2	seq ment i
imkanına	-12.243193626403809	2	im kan Ä±na
saytları	-12.243185997009277	2	say tl arÄ±
çıxmasını	-12.243181228637695	2	Ã§Ä± x masÄ±nÄ±
Sevda	-12.243158340454102	2	Se v da
trilyon	-12.243071556091309	2	tr ily on
saxlayın	-12.241817474365234	2	s ax layÄ±n
mindiyi	-12.241406440734863	2	mind iy i
Nikola	-12.241215705871582	2	N ik ola
gedər	-12.24085521697998	2	ged ÉĻ r
Qaidə	-12.24063491821289	2	Q aid ÉĻ
dinamik	-12.240620613098145	2	din am ik
yağlar	-12.24061393737793	2	ya ÄŁ lar
Qanun	-12.240604400634766	2	Q an un
Lazım	-12.240553855895996	2	L az Ä±m
yosun	-12.24038028717041	2	y os un
cinsinin	-12.240236282348633	2	c ins inin
Meydan	-12.240217208862305	2	M ey dan
ağırlığı	-12.240172386169434	2	aÄŁÄ± rl Ä±ÄŁÄ±
Qütb	-12.2396821975708	2	Q Ã¼ tb
şəfa	-12.239435195922852	2	ÅŁ ÉĻ fa
lüyünü	-12.239398956298828	2	lÃ¼ y Ã¼nÃ¼
Qitə	-12.239063262939453	2	Q it ÉĻ
landıqdan	-12.23855972290039	2	landÄ± q dan
dollarına	-12.23832893371582	2	d ollar Ä±na
arət	-12.237903594970703	2	ar ÉĻ t
Günay	-12.237884521484375	2	G Ã¼n ay
Tanınmış	-12.2371244430542	2	Tan Ä±n mÄ±ÅŁ
Sultanov	-12.236921310424805	2	S ultan ov
Federativ	-12.236776351928711	2	F eder ativ
cəbr	-12.23652172088623	2	c ÉĻ br
şerif	-12.236403465270996	2	ÅŁ er if
adlandırmaq	-12.236322402954102	2	ad landÄ±rma q
Fransisko	-12.236279487609863	2	Fr ans isko
fırlanan	-12.236163139343262	2	f Ä±rl anan
Misirə	-12.236112594604492	2	Mis ir ÉĻ
payızda	-12.235692024230957	2	pay Ä±z da
Qərib	-12.235559463500977	2	Q ÉĻ rib
Əlavə	-12.235335350036621	2	Æı lav ÉĻ
qalaya	-12.23530387878418	2	q al aya
yarısına	-12.235177993774414	2	yar Ä±s Ä±na
Dağın	-12.234938621520996	2	Da ÄŁ Ä±n
icmalar	-12.234582901000977	2	ic m alar
Həmin	-12.234432220458984	2	H ÉĻ min
elminin	-12.234345436096191	2	el min in
Bəd	-12.233861923217773	2	B ÉĻ d
pilotları	-12.233709335327148	2	p ilot larÄ±
oluruq	-12.233553886413574	2	ol uru q
Eugene	-12.232993125915527	2	E ug ene
iylə	-12.232781410217285	2	i yl ÉĻ
Prodüser	-12.232396125793457	2	Prod Ã¼ ser
Xorasan	-12.232378959655762	2	X or asan
rasiya	-12.23231029510498	2	r asi ya
Torontoda	-12.232259750366211	2	Tor ont oda
dolğun	-12.231752395629883	2	d ol ÄŁun
alıcılar	-12.231060028076172	2	al Ä±cÄ± lar
bağladığı	-12.230849266052246	2	ba ÄŁ ladÄ±ÄŁÄ±
komandanlığını	-12.230720520019531	2	kom andan lÄ±ÄŁÄ±nÄ±
mərc	-12.230367660522461	2	m ÉĻ rc
normalarına	-12.23031997680664	2	normal ar Ä±na
Cabbarov	-12.230191230773926	2	Cab bar ov
ağzında	-12.229801177978516	2	aÄŁ z Ä±nda
yaponlar	-12.228936195373535	2	y apon lar
Vasili	-12.228915214538574	2	V as ili
qopar	-12.228395462036133	2	q op ar
imkanlarından	-12.228327751159668	2	im kan larÄ±ndan
Palatasına	-12.228323936462402	2	Pal atas Ä±na
atəşi	-12.228105545043945	2	at ÉĻ ÅŁi
Laboratoriya	-12.22799015045166	2	Labor atori ya
borcun	-12.22783088684082	2	bor c un
brauzer	-12.227377891540527	2	bra uz er
Dedim	-12.227181434631348	2	D ed im
Məc	-12.227006912231445	2	M ÉĻ c
oxunması	-12.226901054382324	2	ox un masÄ±
Elliott	-12.226602554321289	2	E lli ott
blokada	-12.226358413696289	2	blo k ada
oxunur	-12.226332664489746	2	ox un ur
sinonim	-12.22614860534668	2	sin on im
sfera	-12.226113319396973	2	s fer a
acaqlar	-12.22557258605957	2	aca ql ar
Sputnik	-12.225098609924316	2	S put nik
kazino	-12.22489070892334	2	k az ino
Əviv	-12.224355697631836	2	Æı v iv
hamısında	-12.223655700683594	2	ham Ä±s Ä±nda
bölür	-12.223652839660645	2	b Ã¶l Ã¼r
milləti	-12.223488807678223	2	mill ÉĻ ti
dalğalar	-12.223355293273926	2	dal ÄŁ alar
şuranın	-12.222143173217773	2	ÅŁ uran Ä±n
Paytaxt	-12.22206974029541	2	Pay tax t
Aberdeen	-12.221787452697754	2	A ber deen
bulağı	-12.221612930297852	2	b ula ÄŁÄ±
toplaya	-12.221465110778809	2	top lay a
bayrağını	-12.220664978027344	2	bay ra ÄŁÄ±nÄ±
Benedikt	-12.219931602478027	2	B ened ikt
Bəli	-12.21961498260498	2	B ÉĻ li
ucqar	-12.218748092651367	2	uc q ar
baxım	-12.218497276306152	2	b ax Ä±m
salınır	-12.218167304992676	2	sal Ä±n Ä±r
Gənc	-12.217233657836914	2	G ÉĻ nc
yayır	-12.217229843139648	2	y ay Ä±r
mışdılar	-12.216163635253906	2	mÄ±ÅŁ dÄ± lar
eşit	-12.216076850891113	2	e ÅŁ it
dükanı	-12.215291023254395	2	dÃ¼ kan Ä±
əmlaka	-12.215243339538574	2	ÉĻ ml aka
Yerevan	-12.215065002441406	2	Y ere van
Dükü	-12.21411418914795	2	D Ã¼k Ã¼
yeridir	-12.2140474319458	2	yer id ir
həb	-12.21397876739502	2	h ÉĻ b
Sanki	-12.213310241699219	2	S ank i
sularda	-12.212960243225098	2	s ul arda
qanaxma	-12.212554931640625	2	q anax ma
Ekoloji	-12.211938858032227	2	Ek olo ji
Düzgün	-12.211762428283691	2	D Ã¼z gÃ¼n
ekspres	-12.211441040039062	2	ek sp res
paltarını	-12.211384773254395	2	p altar Ä±nÄ±
papaq	-12.211298942565918	2	p apa q
rayonlar	-12.21103572845459	2	ray on lar
Elektro	-12.210620880126953	2	Ele kt ro
Polkovnik	-12.20947551727295	2	Pol kov nik
üzlü	-12.209412574768066	2	Ã¼ zl Ã¼
festivalın	-12.208671569824219	2	f estival Ä±n
nYeni	-12.208333015441895	2	n Y eni
diyarı	-12.208270072937012	2	di yar Ä±
kulyar	-12.208123207092285	2	k uly ar
qoxusu	-12.208088874816895	2	q ox usu
Ölkə	-12.207918167114258	2	Ãĸ lk ÉĻ
çatana	-12.207892417907715	2	Ã§ at ana
Stadion	-12.207813262939453	2	St ad ion
irsinin	-12.207767486572266	2	ir sin in
ılacaq	-12.207275390625	2	Ä±l aca q
İsfahan	-12.207032203674316	2	Ä° sf ahan
yabanı	-12.206953048706055	2	y aban Ä±
taxtdan	-12.206621170043945	2	tax td an
Hökm	-12.206470489501953	2	H Ã¶ km
iclasları	-12.206369400024414	2	ic las larÄ±
Prokuror	-12.206159591674805	2	Pro kur or
girişini	-12.206130981445312	2	g iriÅŁ ini
qurbanlar	-12.205251693725586	2	q urban lar
böhtan	-12.20520305633545	2	bÃ¶ ht an
mağın	-12.205202102661133	2	ma ÄŁ Ä±n
snayper	-12.205202102661133	2	sn ay per
qayıt	-12.205116271972656	2	q ayÄ± t
sionist	-12.20498275756836	2	s ion ist
Ortodoks	-12.204593658447266	2	Or tod oks
Videonu	-12.204010963439941	2	V ideon u
Jurnalı	-12.203866004943848	2	J urnal Ä±
Valideyn	-12.203117370605469	2	Val ide yn
tanıya	-12.202425003051758	2	tan Ä± ya
mışıq	-12.202330589294434	2	mÄ±ÅŁ Ä± q
aldadı	-12.20224666595459	2	ald ad Ä±
faktura	-12.201351165771484	2	f akt ura
Şounun	-12.201309204101562	2	Åŀ oun un
seçib	-12.201016426086426	2	se Ã§ ib
İmran	-12.20087718963623	2	Ä° m ran
toplanır	-12.20077133178711	2	top lan Ä±r
saytda	-12.200509071350098	2	say td a
ehtiram	-12.199825286865234	2	e ht iram
İoann	-12.199736595153809	2	Ä° o ann
silahlarını	-12.199384689331055	2	sil ah larÄ±nÄ±
çılara	-12.199000358581543	2	Ã§ Ä±l ara
ətir	-12.198894500732422	2	ÉĻ t ir
idlərin	-12.198460578918457	2	idl ÉĻ rin
Hawke	-12.198092460632324	2	H aw ke
Kürd	-12.198053359985352	2	K Ã¼r d
Otaq	-12.197979927062988	2	O ta q
rüsumları	-12.197015762329102	2	rÃ¼ sum larÄ±
Plenumu	-12.196968078613281	2	Pl enum u
Leopold	-12.1967134475708	2	Le op old
dostlarının	-12.196643829345703	2	d ost larÄ±nÄ±n
Uğur	-12.195999145507812	2	U ÄŁ ur
politoloq	-12.195524215698242	2	polit olo q
divarların	-12.195367813110352	2	div ar larÄ±n
klubla	-12.195154190063477	2	kl ub la
bazarlarına	-12.194147109985352	2	b azar larÄ±na
sürə	-12.193690299987793	2	s Ã¼r ÉĻ
silahlarının	-12.193519592285156	2	sil ah larÄ±nÄ±n
Röya	-12.193342208862305	2	R Ã¶ ya
kollegiya	-12.19295597076416	2	kol leg iya
savaşı	-12.192557334899902	2	s ava ÅŁÄ±
meyilli	-12.192177772521973	2	m ey illi
oviçin	-12.192008972167969	2	ovi Ã§ in
xarab	-12.191596031188965	2	x ar ab
Maurice	-12.1913480758667	2	M aur ice
satışına	-12.189979553222656	2	sat Ä±ÅŁ Ä±na
sinfinə	-12.189535140991211	2	sin fin ÉĻ
şarj	-12.189504623413086	2	ÅŁ ar j
Lətif	-12.189489364624023	2	L ÉĻ tif
Mətn	-12.189436912536621	2	M ÉĻ tn
lağın	-12.18927001953125	2	la ÄŁ Ä±n
Doğum	-12.188592910766602	2	Do ÄŁ um
gününün	-12.188377380371094	2	g Ã¼nÃ¼n Ã¼n
Fransisk	-12.188068389892578	2	Fr ans isk
qaraj	-12.187979698181152	2	q ar aj
çatdığını	-12.187851905822754	2	Ã§ at dÄ±ÄŁÄ±nÄ±
qrafika	-12.187723159790039	2	q raf ika
Aristotel	-12.187704086303711	2	A rist otel
rəb	-12.187455177307129	2	r ÉĻ b
qoruğu	-12.187050819396973	2	q oru ÄŁu
Muğam	-12.18669319152832	2	Mu ÄŁ am
kursda	-12.186600685119629	2	k urs da
rolunun	-12.186469078063965	2	rol un un
aeroport	-12.185941696166992	2	a ero port
Redaktor	-12.185934066772461	2	Red akt or
dönüb	-12.185911178588867	2	d Ã¶n Ã¼b
doğuldu	-12.18579387664795	2	doÄŁ ul du
polisinin	-12.1857328414917	2	pol isin in
minasiya	-12.185521125793457	2	min asi ya
pulların	-12.185453414916992	2	pull ar Ä±n
alıyev	-12.185078620910645	2	al Ä±y ev
dioksid	-12.184170722961426	2	di ok sid
enmə	-12.184074401855469	2	en m ÉĻ
yazıldığı	-12.184003829956055	2	y az Ä±ldÄ±ÄŁÄ±
senatoru	-12.183920860290527	2	sen ator u
Mahnının	-12.183548927307129	2	M ahn Ä±nÄ±n
lanmağa	-12.183256149291992	2	lan ma ÄŁa
məmur	-12.18321418762207	2	m ÉĻ mur
Səs	-12.182870864868164	2	S ÉĻ s
Albany	-12.182748794555664	2	Al b any
ətə	-12.182138442993164	2	ÉĻ t ÉĻ
liqası	-12.182037353515625	2	li q asÄ±
resepti	-12.18199348449707	2	rese pt i
molekul	-12.181782722473145	2	m ole kul
dayandığı	-12.18149471282959	2	day and Ä±ÄŁÄ±
geyik	-12.181448936462402	2	ge y ik
buyurdu	-12.180831909179688	2	buy ur du
əbbə	-12.180721282958984	2	ÉĻ bb ÉĻ
ülmə	-12.18069076538086	2	Ã¼ lm ÉĻ
yağları	-12.180563926696777	2	ya ÄŁ larÄ±
yoxdu	-12.180187225341797	2	y ox du
Gündüz	-12.17996883392334	2	G Ã¼nd Ã¼z
çölə	-12.179642677307129	2	Ã§ Ã¶l ÉĻ
fotolar	-12.179479598999023	2	f ot olar
gəl	-12.179415702819824	2	g ÉĻ l
formasından	-12.179414749145508	2	form as Ä±ndan
qrafı	-12.179235458374023	2	q raf Ä±
qaçmış	-12.179192543029785	2	qa Ã§ mÄ±ÅŁ
tanrılar	-12.178682327270508	2	tan rÄ± lar
Nəs	-12.178616523742676	2	N ÉĻ s
türbə	-12.176919937133789	2	tÃ¼r b ÉĻ
Yunus	-12.1765718460083	2	Y un us
litrlik	-12.176222801208496	2	l itr lik
inandığını	-12.176115036010742	2	inand Ä±ÄŁ Ä±nÄ±
daraq	-12.176069259643555	2	d ara q
konsensus	-12.17601203918457	2	k ons ensus
telefonun	-12.175376892089844	2	tele fon un
danışdığını	-12.17530345916748	2	dan Ä±ÅŁ dÄ±ÄŁÄ±nÄ±
kürsü	-12.175259590148926	2	kÃ¼r s Ã¼
Koç	-12.175077438354492	2	K o Ã§
ağacının	-12.17503547668457	2	aÄŁ ac Ä±nÄ±n
bombalama	-12.174995422363281	2	bomb al ama
treyler	-12.174901008605957	2	t rey ler
sükan	-12.17451286315918	2	s Ã¼ kan
idmanla	-12.174504280090332	2	id man la
Keçid	-12.17408275604248	2	Ke Ã§ id
dollardır	-12.173215866088867	2	doll ard Ä±r
ımda	-12.17309856414795	2	Ä± md a
turdan	-12.17293930053711	2	t urd an
müjdə	-12.172457695007324	2	mÃ¼ jd ÉĻ
ləng	-12.172040939331055	2	l ÉĻ ng
özümüzü	-12.171236038208008	2	Ã¶z Ã¼mÃ¼z Ã¼
qatılma	-12.17103385925293	2	q at Ä±lma
Qurum	-12.169919967651367	2	Q ur um
metropoliten	-12.169916152954102	2	met ropol iten
metodun	-12.169514656066895	2	met od un
peyda	-12.169408798217773	2	pe y da
Əyyub	-12.168715476989746	2	Æı yy ub
doğrusu	-12.168620109558105	2	doÄŁ rus u
tapmışdır	-12.168584823608398	2	tap mÄ±ÅŁ dÄ±r
cildin	-12.1685152053833	2	c ild in
tamamlama	-12.168437957763672	2	tam aml ama
tanımır	-12.168153762817383	2	tan Ä±m Ä±r
Gustav	-12.168148040771484	2	G ust av
FİFA	-12.168128967285156	2	F Ä° FA
Giovanni	-12.16812801361084	2	G iov anni
Cihaz	-12.167542457580566	2	C ih az
laşmışdır	-12.166669845581055	2	laÅŁ mÄ±ÅŁ dÄ±r
oğurluğu	-12.166004180908203	2	oÄŁ url uÄŁu
publisist	-12.165945053100586	2	pub lis ist
tapıntıları	-12.165915489196777	2	tap Ä±ntÄ± larÄ±
Cəza	-12.165857315063477	2	C ÉĻ za
yanıq	-12.165799140930176	2	yan Ä± q
Santos	-12.165786743164062	2	S ant os
ixtisas	-12.16569709777832	2	ix t isas
oyunlarına	-12.164874076843262	2	oy un larÄ±na
ailəli	-12.164441108703613	2	ail ÉĻ li
ziyanın	-12.164107322692871	2	zi yan Ä±n
Vyanada	-12.163888931274414	2	V yan ada
Avropadan	-12.163633346557617	2	Av rop adan
Ayxan	-12.163400650024414	2	A yx an
taleyini	-12.163372993469238	2	t aley ini
qurbanların	-12.163220405578613	2	q urban larÄ±n
olunmalı	-12.162734031677246	2	ol un malÄ±
enən	-12.16224193572998	2	en ÉĻ n
yurdu	-12.16209602355957	2	y ur du
bazaları	-12.161840438842773	2	baz alar Ä±
enerjisini	-12.161245346069336	2	ener jis ini
əlil	-12.161160469055176	2	ÉĻ l il
minerallar	-12.161114692687988	2	miner all ar
Bər	-12.160752296447754	2	B ÉĻ r
Aşur	-12.160727500915527	2	A ÅŁ ur
Atletika	-12.16052532196045	2	At let ika
adlandıran	-12.16015625	2	ad landÄ± ran
oyulmuş	-12.159727096557617	2	oy ul muÅŁ
bacısının	-12.15962028503418	2	bac Ä±s Ä±nÄ±n
çöp	-12.159483909606934	2	Ã§ Ã¶ p
qidaları	-12.159110069274902	2	qid alar Ä±
kruizer	-12.159071922302246	2	k ru izer
qatılır	-12.159003257751465	2	q at Ä±lÄ±r
saçlarını	-12.158866882324219	2	sa Ã§ larÄ±nÄ±
gülüş	-12.158819198608398	2	g Ã¼l Ã¼ÅŁ
Jurnalist	-12.158461570739746	2	J urn alist
yaratması	-12.158212661743164	2	y arat masÄ±
qəsd	-12.158186912536621	2	q ÉĻ sd
rulon	-12.158177375793457	2	r ul on
iştah	-12.15817642211914	2	i ÅŁt ah
koordinat	-12.157638549804688	2	ko ordin at
bişmiş	-12.157621383666992	2	bi ÅŁ miÅŁ
rollarını	-12.15733528137207	2	roll ar Ä±nÄ±
ehtimal	-12.157017707824707	2	e ht imal
çatmasına	-12.15639591217041	2	Ã§ at masÄ±na
şounu	-12.156285285949707	2	ÅŁ oun u
pianoçu	-12.156149864196777	2	p iano Ã§u
Antalya	-12.155710220336914	2	Ant aly a
texnikalar	-12.155238151550293	2	tex nik alar
performansına	-12.154830932617188	2	perform ans Ä±na
Celtic	-12.154641151428223	2	C elt ic
kursunu	-12.154584884643555	2	k urs unu
qaçışı	-12.154244422912598	2	qa Ã§ Ä±ÅŁÄ±
toxunan	-12.15419864654541	2	to x unan
yollarına	-12.153949737548828	2	y ollar Ä±na
buddist	-12.153578758239746	2	b udd ist
enerjinin	-12.153464317321777	2	ener jin in
ştatda	-12.15234661102295	2	ÅŁt at da
qısaca	-12.151965141296387	2	q Ä±s aca
Lancashire	-12.151824951171875	2	L anc ashire
ağzını	-12.151780128479004	2	aÄŁ z Ä±nÄ±
Hafiz	-12.151495933532715	2	H af iz
istiqraz	-12.151057243347168	2	ist iq raz
bazarlarında	-12.150006294250488	2	b azar larÄ±nda
verər	-12.14940071105957	2	ver ÉĻ r
marağını	-12.149369239807129	2	m ara ÄŁÄ±nÄ±
İzmir	-12.149049758911133	2	Ä° z mir
allergiya	-12.148941040039062	2	all erg iya
pasportu	-12.148579597473145	2	pas port u
qadın	-12.148463249206543	2	q ad Ä±n
qəm	-12.148438453674316	2	q ÉĻ m
formalarını	-12.147851943969727	2	form alar Ä±nÄ±
vurmağa	-12.147600173950195	2	v urma ÄŁa
Politexnik	-12.147522926330566	2	Polit ex nik
teatrında	-12.147473335266113	2	te atr Ä±nda
Beyin	-12.147431373596191	2	B ey in
Velosiped	-12.147214889526367	2	Vel os iped
doğuşdan	-12.146967887878418	2	doÄŁ uÅŁ dan
salmış	-12.146767616271973	2	s alm Ä±ÅŁ
xalq	-12.146453857421875	2	x al q
Parlamenti	-12.146296501159668	2	Par l amenti
Nikolas	-12.146221160888672	2	N ik olas
Sərt	-12.145691871643066	2	S ÉĻ rt
Amerikan	-12.145294189453125	2	A mer ikan
öldür	-12.144989013671875	2	Ã¶ ld Ã¼r
hesabların	-12.144791603088379	2	hes ab larÄ±n
qızıl	-12.144357681274414	2	q Ä±z Ä±l
oxucular	-12.144309997558594	2	ox uc ular
Üçlük	-12.143957138061523	2	Ãľ Ã§ lÃ¼k
qüsur	-12.143184661865234	2	q Ã¼ sur
diyim	-12.141846656799316	2	di y im
xanalar	-12.141831398010254	2	x an alar
Baxış	-12.141217231750488	2	B ax Ä±ÅŁ
lanmır	-12.14116096496582	2	lan m Ä±r
ayət	-12.140857696533203	2	ay ÉĻ t
Gündə	-12.139875411987305	2	G Ã¼nd ÉĻ
dəf	-12.13979721069336	2	d ÉĻ f
Aprelin	-12.139487266540527	2	A pre lin
Özüm	-12.139105796813965	2	Ãĸ z Ã¼m
yardlıq	-12.138995170593262	2	yard lÄ± q
ərazi	-12.138284683227539	2	ÉĻ ra zi
sək	-12.138127326965332	2	s ÉĻ k
fondları	-12.13808536529541	2	f ond larÄ±
toloji	-12.137600898742676	2	t olo ji
Maarif	-12.137527465820312	2	Ma ar if
Kompleks	-12.137375831604004	2	Kom ple ks
araşdır	-12.136235237121582	2	ara ÅŁ dÄ±r
katibinin	-12.135567665100098	2	kat ib inin
orduları	-12.135473251342773	2	ord ular Ä±
innovativ	-12.135214805603027	2	inn ov ativ
Rəsm	-12.135135650634766	2	R ÉĻ sm
maları	-12.134754180908203	2	m alar Ä±
Komediya	-12.134648323059082	2	Kom edi ya
şanlı	-12.133764266967773	2	ÅŁ an lÄ±
boruları	-12.133264541625977	2	bor ular Ä±
qızılı	-12.133262634277344	2	q Ä±z Ä±lÄ±
palıd	-12.132464408874512	2	pal Ä± d
Aqrar	-12.132376670837402	2	A qr ar
Şimalda	-12.132024765014648	2	Åŀ imal da
Atletiko	-12.131564140319824	2	At let iko
sümüyü	-12.131321907043457	2	s Ã¼m Ã¼yÃ¼
Canterbury	-12.131246566772461	2	Can ter bury
doldur	-12.130996704101562	2	d old ur
admiral	-12.130845069885254	2	ad mir al
Fikir	-12.13074779510498	2	F ik ir
oğlum	-12.130739212036133	2	oÄŁ l um
misilsiz	-12.130681037902832	2	mis ils iz
sarayın	-12.130584716796875	2	sar ay Ä±n
uzantı	-12.130404472351074	2	uz ant Ä±
Rekord	-12.129631996154785	2	Re k ord
Napoli	-12.129584312438965	2	N ap oli
blokun	-12.129077911376953	2	blo k un
bunlardır	-12.129058837890625	2	b un lardÄ±r
unsiya	-12.12869930267334	2	un si ya
restoranı	-12.128643035888672	2	rest oran Ä±
versiyada	-12.1282958984375	2	vers iy ada
borcları	-12.127432823181152	2	bor clar Ä±
Görün	-12.12710952758789	2	G Ã¶r Ã¼n
alayının	-12.126649856567383	2	al ay Ä±nÄ±n
Abidə	-12.126582145690918	2	Ab id ÉĻ
Limanına	-12.12651252746582	2	L iman Ä±na
instansiya	-12.12648868560791	2	inst ansi ya
zonasının	-12.125490188598633	2	zon as Ä±nÄ±n
yığım	-12.125226974487305	2	y Ä±ÄŁ Ä±m
Çoban	-12.124454498291016	2	Ãĩ ob an
aparmağı	-12.124406814575195	2	ap arma ÄŁÄ±
lirə	-12.12393569946289	2	l ir ÉĻ
minən	-12.123699188232422	2	min ÉĻ n
şahın	-12.122858047485352	2	ÅŁ ah Ä±n
ullayev	-12.122706413269043	2	ull ay ev
sadalanan	-12.122269630432129	2	s adal anan
Muğan	-12.122075080871582	2	Mu ÄŁ an
seriyada	-12.121834754943848	2	ser iy ada
radiosu	-12.121760368347168	2	radi os u
Marsel	-12.121688842773438	2	M ars el
Bilir	-12.121277809143066	2	B il ir
buraxdığı	-12.120989799499512	2	bur ax dÄ±ÄŁÄ±
maddi	-12.120924949645996	2	m add i
lılıq	-12.120732307434082	2	lÄ± lÄ± q
stadionun	-12.120467185974121	2	stad ion un
binalarda	-12.120173454284668	2	b inal arda
girə	-12.120055198669434	2	g ir ÉĻ
Xarakter	-12.120050430297852	2	X arak ter
Soltan	-12.11977767944336	2	S olt an
protokolu	-12.119630813598633	2	prot ok olu
Allahın	-12.119420051574707	2	All ah Ä±n
pozduğunu	-12.119349479675293	2	po z duÄŁunu
Çempion	-12.119314193725586	2	Ãĩ emp ion
xoşuna	-12.1188383102417	2	xo ÅŁ una
Bölüm	-12.118681907653809	2	B Ã¶l Ã¼m
Süni	-12.118195533752441	2	S Ã¼ ni
Barnes	-12.117920875549316	2	B arn es
Həm	-12.117146492004395	2	H ÉĻ m
doğrudur	-12.11705207824707	2	doÄŁ rud ur
şaxə	-12.116848945617676	2	ÅŁ ax ÉĻ
adaptasiya	-12.116634368896484	2	adapt asi ya
şəkil	-12.116610527038574	2	ÅŁ ÉĻ kil
Vilyam	-12.116597175598145	2	V ily am
Kreml	-12.116512298583984	2	K re ml
laşacaq	-12.116389274597168	2	laÅŁ aca q
Hazırda	-12.115440368652344	2	Haz Ä±r da
artmışdır	-12.115348815917969	2	art mÄ±ÅŁ dÄ±r
Rudolf	-12.114975929260254	2	R ud olf
Venera	-12.114957809448242	2	V ener a
stansiya	-12.11465072631836	2	st ansi ya
Fonduna	-12.1145658493042	2	F ond una
arqument	-12.114076614379883	2	ar q ument
Yağış	-12.114017486572266	2	Ya ÄŁ Ä±ÅŁ
sikl	-12.113348007202148	2	s ik l
anbarının	-12.113105773925781	2	an bar Ä±nÄ±n
ucları	-12.11231803894043	2	u clar Ä±
Şakir	-12.111639976501465	2	Åŀ ak ir
kolleci	-12.111455917358398	2	kol le ci
landırdı	-12.1113920211792	2	landÄ± rd Ä±
danışıl	-12.110042572021484	2	dan Ä±ÅŁ Ä±l
portfeli	-12.109705924987793	2	port f eli
Lancaster	-12.109421730041504	2	L anc aster
rezidenti	-12.109320640563965	2	rez ident i
həkk	-12.109016418457031	2	h ÉĻ kk
alçaq	-12.108916282653809	2	al Ã§a q
reyestri	-12.1087007522583	2	rey est ri
Seymur	-12.10849666595459	2	S ey mur
kampusunda	-12.107728958129883	2	k ampus unda
girmə	-12.10664176940918	2	g irm ÉĻ
obrazını	-12.1066312789917	2	ob raz Ä±nÄ±
mandatı	-12.106583595275879	2	mand at Ä±
köklü	-12.106489181518555	2	kÃ¶ kl Ã¼
Uelsin	-12.105731010437012	2	U els in
özünüz	-12.10571575164795	2	Ã¶z Ã¼n Ã¼z
soyudu	-12.105714797973633	2	so y udu
çeşidi	-12.105672836303711	2	Ã§e ÅŁ idi
sahib	-12.105600357055664	2	s ah ib
detektiv	-12.105554580688477	2	det ekt iv
Eduard	-12.104829788208008	2	E du ard
olunacağı	-12.104658126831055	2	ol un acaÄŁÄ±
sinifə	-12.103219985961914	2	sin if ÉĻ
parodiya	-12.1031494140625	2	par odi ya
çılığı	-12.10299301147461	2	Ã§ Ä±lÄ± ÄŁÄ±
qabağı	-12.10295581817627	2	q aba ÄŁÄ±
özümə	-12.102548599243164	2	Ã¶z Ã¼m ÉĻ
dünyadan	-12.102163314819336	2	dÃ¼ ny adan
Kitabda	-12.101786613464355	2	Kit ab da
aldatma	-12.101603507995605	2	ald at ma
prosessor	-12.100411415100098	2	pro s essor
brendi	-12.100361824035645	2	b rend i
Curtis	-12.100340843200684	2	C urt is
daşıdığı	-12.10012435913086	2	da ÅŁÄ± dÄ±ÄŁÄ±
nağıl	-12.099853515625	2	na ÄŁÄ± l
insanla	-12.099559783935547	2	ins an la
Padşah	-12.098427772521973	2	Pad ÅŁ ah
İmişli	-12.09841537475586	2	Ä° miÅŁ li
Reynolds	-12.098411560058594	2	Re yn olds
Tribune	-12.098411560058594	2	T rib une
toxumu	-12.098142623901367	2	to x umu
silahsız	-12.097524642944336	2	sil ah sÄ±z
Ayaq	-12.097504615783691	2	A ya q
Fatimə	-12.097338676452637	2	Fat im ÉĻ
